intensities	type	dataset	set
12078	typeI_red	3C_dis	Discovery samples
11120	typeI_red	3C_dis	Discovery samples
12386	typeI_red	3C_dis	Discovery samples
14707	typeI_red	3C_dis	Discovery samples
16015	typeI_red	3C_dis	Discovery samples
9310	typeI_red	3C_dis	Discovery samples
10353	typeI_red	3C_dis	Discovery samples
9959	typeI_red	3C_dis	Discovery samples
11330	typeI_red	3C_dis	Discovery samples
9313	typeI_red	3C_dis	Discovery samples
9740	typeI_red	3C_dis	Discovery samples
12844	typeI_red	3C_dis	Discovery samples
13651	typeI_red	3C_dis	Discovery samples
7862	typeI_red	3C_dis	Discovery samples
8041	typeI_red	3C_dis	Discovery samples
11672	typeI_red	3C_dis	Discovery samples
11812	typeI_red	3C_dis	Discovery samples
11146	typeI_red	3C_dis	Discovery samples
12898	typeI_red	3C_dis	Discovery samples
13444	typeI_red	3C_dis	Discovery samples
15271	typeI_red	3C_dis	Discovery samples
9217	typeI_red	3C_dis	Discovery samples
10133	typeI_red	3C_dis	Discovery samples
10852	typeI_red	3C_dis	Discovery samples
13431	typeI_red	3C_dis	Discovery samples
7106	typeI_red	3C_dis	Discovery samples
9059	typeI_red	3C_dis	Discovery samples
8392	typeI_red	3C_dis	Discovery samples
11602	typeI_red	3C_dis	Discovery samples
7691	typeI_red	3C_dis	Discovery samples
7752	typeI_red	3C_dis	Discovery samples
9070	typeI_red	3C_dis	Discovery samples
10128	typeI_red	3C_dis	Discovery samples
8369	typeI_red	3C_dis	Discovery samples
12447	typeI_red	3C_dis	Discovery samples
14977	typeI_red	3C_dis	Discovery samples
13968	typeI_red	3C_dis	Discovery samples
10561	typeI_red	3C_dis	Discovery samples
11251	typeI_red	3C_dis	Discovery samples
10849	typeI_red	3C_dis	Discovery samples
14417	typeI_red	3C_dis	Discovery samples
9869	typeI_red	3C_dis	Discovery samples
11611	typeI_red	3C_dis	Discovery samples
11575	typeI_red	3C_dis	Discovery samples
12407	typeI_red	3C_dis	Discovery samples
10861	typeI_red	3C_dis	Discovery samples
13340	typeI_red	3C_dis	Discovery samples
14027	typeI_red	3C_dis	Discovery samples
13577	typeI_red	3C_dis	Discovery samples
12088	typeI_red	3C_dis	Discovery samples
13190	typeI_red	3C_dis	Discovery samples
14814	typeI_red	3C_dis	Discovery samples
14791	typeI_red	3C_dis	Discovery samples
9462	typeI_red	3C_dis	Discovery samples
11978	typeI_red	3C_dis	Discovery samples
7169	typeI_red	3C_dis	Discovery samples
12026	typeI_red	3C_dis	Discovery samples
12532	typeI_red	3C_dis	Discovery samples
14764	typeI_red	3C_dis	Discovery samples
15035	typeI_red	3C_dis	Discovery samples
13118	typeI_red	3C_dis	Discovery samples
9389	typeI_red	3C_dis	Discovery samples
10450	typeI_red	3C_dis	Discovery samples
10161	typeI_red	3C_dis	Discovery samples
10711	typeI_red	3C_dis	Discovery samples
10498	typeI_red	3C_dis	Discovery samples
12284	typeI_red	3C_dis	Discovery samples
12055	typeI_red	3C_dis	Discovery samples
12646	typeI_red	3C_dis	Discovery samples
9066	typeI_red	3C_dis	Discovery samples
9318	typeI_red	3C_dis	Discovery samples
11756	typeI_red	3C_dis	Discovery samples
12072	typeI_red	3C_dis	Discovery samples
8953	typeI_red	3C_dis	Discovery samples
10738	typeI_red	3C_dis	Discovery samples
9255	typeI_red	3C_dis	Discovery samples
12961	typeI_red	3C_dis	Discovery samples
11528	typeI_red	3C_dis	Discovery samples
13644	typeI_red	3C_dis	Discovery samples
13592	typeI_red	3C_dis	Discovery samples
13694	typeI_red	3C_dis	Discovery samples
11158	typeI_red	3C_dis	Discovery samples
13438	typeI_red	3C_dis	Discovery samples
14668	typeI_red	3C_dis	Discovery samples
14765	typeI_red	3C_dis	Discovery samples
12868	typeI_red	3C_dis	Discovery samples
13714	typeI_red	3C_dis	Discovery samples
14088	typeI_red	3C_dis	Discovery samples
12840	typeI_red	3C_dis	Discovery samples
11264	typeI_red	3C_dis	Discovery samples
12333	typeI_red	3C_dis	Discovery samples
16079	typeI_red	3C_dis	Discovery samples
13984	typeI_red	3C_dis	Discovery samples
11233	typeI_red	3C_dis	Discovery samples
10371	typeI_red	3C_dis	Discovery samples
10761	typeI_red	3C_dis	Discovery samples
13550	typeI_red	3C_dis	Discovery samples
13454	typeI_red	3C_dis	Discovery samples
14338	typeI_red	3C_dis	Discovery samples
10293	typeI_red	3C_dis	Discovery samples
10832	typeI_red	3C_dis	Discovery samples
12815	typeI_red	3C_dis	Discovery samples
13256	typeI_red	3C_dis	Discovery samples
13083	typeI_red	3C_dis	Discovery samples
12041	typeI_red	3C_dis	Discovery samples
11552	typeI_red	3C_dis	Discovery samples
11243	typeI_red	3C_dis	Discovery samples
9995	typeI_red	3C_dis	Discovery samples
3367	typeI_red	3C_dis	Discovery samples
9575	typeI_red	3C_dis	Discovery samples
10953	typeI_red	3C_dis	Discovery samples
11566	typeI_red	3C_dis	Discovery samples
14450	typeI_red	3C_dis	Discovery samples
14167	typeI_red	3C_dis	Discovery samples
9547	typeI_red	3C_dis	Discovery samples
7011	typeI_red	3C_dis	Discovery samples
12286	typeI_red	3C_dis	Discovery samples
12168	typeI_red	3C_dis	Discovery samples
13263	typeI_red	3C_dis	Discovery samples
3577	typeI_red	3C_dis	Discovery samples
11610	typeI_red	3C_dis	Discovery samples
10163	typeI_red	3C_dis	Discovery samples
12359	typeI_red	3C_dis	Discovery samples
14666	typeI_red	3C_dis	Discovery samples
9555	typeI_red	3C_dis	Discovery samples
10930	typeI_red	3C_dis	Discovery samples
13207	typeI_red	3C_dis	Discovery samples
13421	typeI_red	3C_dis	Discovery samples
9506	typeI_red	3C_dis	Discovery samples
9747	typeI_red	3C_dis	Discovery samples
12645	typeI_red	3C_dis	Discovery samples
11653	typeI_red	3C_dis	Discovery samples
12642	typeI_red	3C_dis	Discovery samples
12528	typeI_red	3C_dis	Discovery samples
10689	typeI_red	3C_dis	Discovery samples
10987	typeI_red	3C_dis	Discovery samples
11416	typeI_red	3C_dis	Discovery samples
11882	typeI_red	3C_dis	Discovery samples
14187	typeI_red	3C_dis	Discovery samples
10788	typeI_red	3C_dis	Discovery samples
12769	typeI_red	3C_dis	Discovery samples
12033	typeI_red	3C_dis	Discovery samples
9212	typeI_red	3C_dis	Discovery samples
12929	typeI_red	3C_dis	Discovery samples
9952	typeI_red	3C_dis	Discovery samples
11108	typeI_red	3C_dis	Discovery samples
10877	typeI_red	3C_dis	Discovery samples
12207	typeI_red	3C_dis	Discovery samples
13471	typeI_red	3C_dis	Discovery samples
9116	typeI_red	3C_dis	Discovery samples
12405	typeI_red	3C_dis	Discovery samples
13364	typeI_red	3C_dis	Discovery samples
4678	typeI_red	3C_dis	Discovery samples
13254	typeI_red	3C_dis	Discovery samples
7455	typeI_red	3C_dis	Discovery samples
8614	typeI_red	3C_dis	Discovery samples
8770	typeI_red	3C_dis	Discovery samples
8847	typeI_red	3C_dis	Discovery samples
10178	typeI_red	3C_dis	Discovery samples
13894	typeI_red	3C_dis	Discovery samples
13852	typeI_red	3C_dis	Discovery samples
14675	typeI_red	3C_dis	Discovery samples
16785	typeI_red	3C_dis	Discovery samples
15417	typeI_red	3C_dis	Discovery samples
12803	typeI_red	3C_dis	Discovery samples
13624	typeI_red	3C_dis	Discovery samples
13012	typeI_red	3C_dis	Discovery samples
11651	typeI_red	3C_dis	Discovery samples
10490	typeI_red	3C_dis	Discovery samples
10928	typeI_red	3C_dis	Discovery samples
12076	typeI_red	3C_dis	Discovery samples
12849	typeI_red	3C_dis	Discovery samples
12639	typeI_red	3C_dis	Discovery samples
11294	typeI_red	3C_dis	Discovery samples
10011	typeI_red	3C_dis	Discovery samples
9905	typeI_red	3C_dis	Discovery samples
9777	typeI_red	3C_dis	Discovery samples
11017	typeI_red	3C_dis	Discovery samples
11725	typeI_red	3C_dis	Discovery samples
8969	typeI_red	3C_dis	Discovery samples
10084	typeI_red	3C_dis	Discovery samples
11552	typeI_red	3C_dis	Discovery samples
13229	typeI_red	3C_dis	Discovery samples
11608	typeI_red	3C_dis	Discovery samples
10064	typeI_red	3C_dis	Discovery samples
10710	typeI_red	3C_dis	Discovery samples
12482	typeI_red	3C_dis	Discovery samples
9379	typeI_red	3C_dis	Discovery samples
5421	typeI_red	3C_dis	Discovery samples
9440	typeI_red	3C_dis	Discovery samples
9919	typeI_red	3C_dis	Discovery samples
10758	typeI_red	3C_dis	Discovery samples
7485	typeI_red	3C_dis	Discovery samples
13268	typeI_red	3C_dis	Discovery samples
9997	typeI_red	3C_dis	Discovery samples
11324	typeI_red	3C_dis	Discovery samples
9742	typeI_red	3C_dis	Discovery samples
12611	typeI_red	3C_dis	Discovery samples
13291	typeI_red	3C_dis	Discovery samples
8404	typeI_red	3C_dis	Discovery samples
11016	typeI_red	3C_dis	Discovery samples
11965	typeI_red	3C_dis	Discovery samples
11170	typeI_red	3C_dis	Discovery samples
4682	typeI_red	3C_dis	Discovery samples
9277	typeI_red	3C_dis	Discovery samples
8444	typeI_red	3C_dis	Discovery samples
8214	typeI_red	3C_dis	Discovery samples
8348	typeI_red	3C_dis	Discovery samples
9220	typeI_red	3C_dis	Discovery samples
11249	typeI_red	3C_dis	Discovery samples
11011	typeI_red	3C_dis	Discovery samples
5436	typeI_red	3C_dis	Discovery samples
8989	typeI_red	3C_dis	Discovery samples
8598	typeI_red	3C_dis	Discovery samples
9223	typeI_red	3C_dis	Discovery samples
8949	typeI_red	3C_dis	Discovery samples
12277	typeI_red	3C_dis	Discovery samples
14341	typeI_red	3C_dis	Discovery samples
14899	typeI_red	3C_dis	Discovery samples
7037	typeI_red	3C_dis	Discovery samples
7723	typeI_red	3C_dis	Discovery samples
10311	typeI_red	3C_dis	Discovery samples
9278	typeI_red	3C_dis	Discovery samples
7806	typeI_red	3C_dis	Discovery samples
8870	typeI_red	3C_dis	Discovery samples
11291	typeI_red	3C_dis	Discovery samples
10692	typeI_red	3C_dis	Discovery samples
7142	typeI_red	3C_dis	Discovery samples
7708	typeI_red	3C_dis	Discovery samples
9752	typeI_red	3C_dis	Discovery samples
11246	typeI_red	3C_dis	Discovery samples
2675	typeI_red	3C_dis	Discovery samples
9255	typeI_red	3C_dis	Discovery samples
10446	typeI_red	3C_dis	Discovery samples
11543	typeI_red	3C_dis	Discovery samples
6133	typeI_red	3C_dis	Discovery samples
8809	typeI_red	3C_dis	Discovery samples
10741	typeI_red	3C_dis	Discovery samples
10972	typeI_red	3C_dis	Discovery samples
6904	typeI_red	3C_dis	Discovery samples
8041	typeI_red	3C_dis	Discovery samples
10321	typeI_red	3C_dis	Discovery samples
8449	typeI_red	3C_dis	Discovery samples
7182	typeI_red	3C_dis	Discovery samples
7909	typeI_red	3C_dis	Discovery samples
8048	typeI_red	3C_dis	Discovery samples
6697	typeI_red	3C_dis	Discovery samples
14290	typeI_red	3C_dis	Discovery samples
14963	typeI_red	3C_dis	Discovery samples
15809	typeI_red	3C_dis	Discovery samples
16182	typeI_red	3C_dis	Discovery samples
9067	typeI_red	3C_dis	Discovery samples
10144	typeI_red	3C_dis	Discovery samples
10312	typeI_red	3C_dis	Discovery samples
12203	typeI_red	3C_dis	Discovery samples
7950	typeI_red	3C_dis	Discovery samples
9262	typeI_red	3C_dis	Discovery samples
11709	typeI_red	3C_dis	Discovery samples
12331	typeI_red	3C_dis	Discovery samples
7189	typeI_red	3C_dis	Discovery samples
8324	typeI_red	3C_dis	Discovery samples
7857	typeI_red	3C_dis	Discovery samples
9749	typeI_red	3C_dis	Discovery samples
10255	typeI_red	3C_dis	Discovery samples
13928	typeI_red	3C_dis	Discovery samples
13944	typeI_red	3C_dis	Discovery samples
13231	typeI_red	3C_dis	Discovery samples
16727	typeI_red	3C_dis	Discovery samples
8102	typeI_red	3C_dis	Discovery samples
8661	typeI_red	3C_dis	Discovery samples
9690	typeI_red	3C_dis	Discovery samples
11023	typeI_red	3C_dis	Discovery samples
6541	typeI_red	3C_dis	Discovery samples
7692	typeI_red	3C_dis	Discovery samples
10744	typeI_red	3C_dis	Discovery samples
11773	typeI_red	3C_dis	Discovery samples
6189	typeI_red	3C_dis	Discovery samples
6678	typeI_red	3C_dis	Discovery samples
11090	typeI_red	3C_dis	Discovery samples
10649	typeI_red	3C_dis	Discovery samples
13754	typeI_red	3C_dis	Discovery samples
11626	typeI_red	3C_dis	Discovery samples
10758	typeI_red	3C_dis	Discovery samples
10639	typeI_red	3C_dis	Discovery samples
9569	typeI_red	3C_dis	Discovery samples
10015	typeI_red	3C_dis	Discovery samples
12275	typeI_red	3C_dis	Discovery samples
11411	typeI_red	3C_dis	Discovery samples
2686	typeI_red	3C_dis	Discovery samples
9144	typeI_red	3C_dis	Discovery samples
9112	typeI_red	3C_dis	Discovery samples
11834	typeI_red	3C_dis	Discovery samples
6988	typeI_red	3C_dis	Discovery samples
8520	typeI_red	3C_dis	Discovery samples
11318	typeI_red	3C_dis	Discovery samples
11627	typeI_red	3C_dis	Discovery samples
11386	typeI_red	3C_dis	Discovery samples
15680	typeI_red	3C_dis	Discovery samples
16822	typeI_red	3C_dis	Discovery samples
17289	typeI_red	3C_dis	Discovery samples
16515	typeI_red	3C_dis	Discovery samples
9692	typeI_red	3C_dis	Discovery samples
14039	typeI_red	3C_dis	Discovery samples
15896	typeI_red	3C_dis	Discovery samples
17591	typeI_red	3C_dis	Discovery samples
16813	typeI_red	3C_dis	Discovery samples
7929	typeI_red	3C_dis	Discovery samples
9952	typeI_red	3C_dis	Discovery samples
11505	typeI_red	3C_dis	Discovery samples
14507	typeI_red	3C_dis	Discovery samples
14313	typeI_red	3C_dis	Discovery samples
11163	typeI_red	3C_dis	Discovery samples
10158	typeI_red	3C_dis	Discovery samples
15534	typeI_red	3C_dis	Discovery samples
16204	typeI_red	3C_dis	Discovery samples
15878	typeI_red	3C_dis	Discovery samples
11242	typeI_red	3C_dis	Discovery samples
13174	typeI_red	3C_dis	Discovery samples
13922	typeI_red	3C_dis	Discovery samples
16481	typeI_red	3C_dis	Discovery samples
17830	typeI_red	3C_dis	Discovery samples
10657	typeI_red	3C_dis	Discovery samples
12233	typeI_red	3C_dis	Discovery samples
15164	typeI_red	3C_dis	Discovery samples
16534	typeI_red	3C_dis	Discovery samples
15988	typeI_red	3C_dis	Discovery samples
6925	typeI_red	3C_dis	Discovery samples
9024	typeI_red	3C_dis	Discovery samples
12553	typeI_red	3C_dis	Discovery samples
14085	typeI_red	3C_dis	Discovery samples
14166	typeI_red	3C_dis	Discovery samples
9110	typeI_red	3C_dis	Discovery samples
10284	typeI_red	3C_dis	Discovery samples
11391	typeI_red	3C_dis	Discovery samples
13588	typeI_red	3C_dis	Discovery samples
15059	typeI_red	3C_dis	Discovery samples
11263	typeI_red	3C_dis	Discovery samples
11503	typeI_red	3C_dis	Discovery samples
15652	typeI_red	3C_dis	Discovery samples
18533	typeI_red	3C_dis	Discovery samples
19826	typeI_red	3C_dis	Discovery samples
10636	typeI_red	3C_dis	Discovery samples
11675	typeI_red	3C_dis	Discovery samples
12695	typeI_red	3C_dis	Discovery samples
15275	typeI_red	3C_dis	Discovery samples
15653	typeI_red	3C_dis	Discovery samples
9772	typeI_red	3C_dis	Discovery samples
12685	typeI_red	3C_dis	Discovery samples
14870	typeI_red	3C_dis	Discovery samples
15153	typeI_red	3C_dis	Discovery samples
15848	typeI_red	3C_dis	Discovery samples
10749	typeI_red	3C_dis	Discovery samples
12142	typeI_red	3C_dis	Discovery samples
12978	typeI_red	3C_dis	Discovery samples
13964	typeI_red	3C_dis	Discovery samples
15365	typeI_red	3C_dis	Discovery samples
11507	typeI_red	3C_dis	Discovery samples
12309	typeI_red	3C_dis	Discovery samples
13020.5	typeI_red	3C_dis	Discovery samples
12850	typeI_red	3C_dis	Discovery samples
14998	typeI_red	3C_dis	Discovery samples
12249	typeI_red	3C_dis	Discovery samples
13858	typeI_red	3C_dis	Discovery samples
14125	typeI_red	3C_dis	Discovery samples
14464	typeI_red	3C_dis	Discovery samples
13616	typeI_red	3C_dis	Discovery samples
9367	typeI_red	3C_dis	Discovery samples
11356	typeI_red	3C_dis	Discovery samples
11920	typeI_red	3C_dis	Discovery samples
12379	typeI_red	3C_dis	Discovery samples
13372.5	typeI_red	3C_dis	Discovery samples
11657	typeI_red	3C_dis	Discovery samples
12314.5	typeI_red	3C_dis	Discovery samples
12606	typeI_red	3C_dis	Discovery samples
12508	typeI_red	3C_dis	Discovery samples
13562	typeI_red	3C_dis	Discovery samples
17917.5	typeI_red	3C_dis	Discovery samples
19223	typeI_red	3C_dis	Discovery samples
19896	typeI_red	3C_dis	Discovery samples
17237	typeI_red	3C_dis	Discovery samples
19537	typeI_red	3C_dis	Discovery samples
12378	typeI_red	3C_dis	Discovery samples
14619.5	typeI_red	3C_dis	Discovery samples
15339	typeI_red	3C_dis	Discovery samples
15179	typeI_red	3C_dis	Discovery samples
8775	typeI_grn	KI_val	Biobanked samples
11243	typeI_grn	KI_val	Biobanked samples
11532	typeI_grn	KI_val	Biobanked samples
11008	typeI_grn	KI_val	Biobanked samples
5979	typeI_grn	KI_val	Biobanked samples
6827	typeI_grn	KI_val	Biobanked samples
7434	typeI_grn	KI_val	Biobanked samples
8602	typeI_grn	KI_val	Biobanked samples
8985	typeI_grn	KI_val	Biobanked samples
10812	typeI_grn	KI_val	Biobanked samples
10520.5	typeI_grn	KI_val	Biobanked samples
10804	typeI_grn	KI_val	Biobanked samples
7506	typeI_grn	KI_val	Biobanked samples
9115	typeI_grn	KI_val	Biobanked samples
8780.5	typeI_grn	KI_val	Biobanked samples
8806	typeI_grn	KI_val	Biobanked samples
9000.5	typeI_grn	KI_val	Biobanked samples
8639	typeI_grn	KI_val	Biobanked samples
10859	typeI_grn	KI_val	Biobanked samples
12115.5	typeI_grn	KI_val	Biobanked samples
8735	typeI_grn	KI_val	Biobanked samples
9282	typeI_grn	KI_val	Biobanked samples
9382	typeI_grn	KI_val	Biobanked samples
10091	typeI_grn	KI_val	Biobanked samples
7943	typeI_grn	KI_val	Biobanked samples
8432	typeI_grn	KI_val	Biobanked samples
8911	typeI_grn	KI_val	Biobanked samples
7085	typeI_grn	KI_val	Biobanked samples
7797	typeI_grn	KI_val	Biobanked samples
8601	typeI_grn	KI_val	Biobanked samples
9651	typeI_grn	KI_val	Biobanked samples
9851.5	typeI_grn	KI_val	Biobanked samples
7414	typeI_grn	KI_val	Biobanked samples
10033	typeI_grn	KI_val	Biobanked samples
8533	typeI_grn	KI_val	Biobanked samples
9755	typeI_grn	KI_val	Biobanked samples
6998	typeI_grn	KI_val	Biobanked samples
8565	typeI_grn	KI_val	Biobanked samples
9581.5	typeI_grn	KI_val	Biobanked samples
9496	typeI_grn	KI_val	Biobanked samples
8138	typeI_grn	KI_val	Biobanked samples
9278.5	typeI_grn	KI_val	Biobanked samples
9893	typeI_grn	KI_val	Biobanked samples
7591	typeI_grn	KI_val	Biobanked samples
6560	typeI_grn	KI_val	Biobanked samples
6532	typeI_grn	KI_val	Biobanked samples
7982	typeI_grn	KI_val	Biobanked samples
8312.5	typeI_grn	KI_val	Biobanked samples
5222	typeI_grn	KI_val	Biobanked samples
7074	typeI_grn	KI_val	Biobanked samples
8549	typeI_grn	KI_val	Biobanked samples
7758	typeI_grn	KI_val	Biobanked samples
6375	typeI_grn	KI_val	Biobanked samples
8733	typeI_grn	KI_val	Biobanked samples
10248.5	typeI_grn	KI_val	Biobanked samples
9437	typeI_grn	KI_val	Biobanked samples
8126	typeI_grn	KI_val	Biobanked samples
9201	typeI_grn	KI_val	Biobanked samples
9828	typeI_grn	KI_val	Biobanked samples
10510	typeI_grn	KI_val	Biobanked samples
7594.5	typeI_grn	KI_val	Biobanked samples
8505	typeI_grn	KI_val	Biobanked samples
8935	typeI_grn	KI_val	Biobanked samples
9531	typeI_grn	KI_val	Biobanked samples
10420	typeI_grn	KI_val	Biobanked samples
10952	typeI_grn	KI_val	Biobanked samples
11414	typeI_grn	KI_val	Biobanked samples
11440	typeI_grn	KI_val	Biobanked samples
6514	typeI_grn	KI_val	Biobanked samples
5051	typeI_grn	KI_val	Biobanked samples
8102	typeI_grn	KI_val	Biobanked samples
9315.5	typeI_grn	KI_val	Biobanked samples
5764	typeI_grn	KI_val	Biobanked samples
6641.5	typeI_grn	KI_val	Biobanked samples
8636	typeI_grn	KI_val	Biobanked samples
9279	typeI_grn	KI_val	Biobanked samples
7260	typeI_grn	KI_val	Biobanked samples
8352	typeI_grn	KI_val	Biobanked samples
9419	typeI_grn	KI_val	Biobanked samples
9989	typeI_grn	KI_val	Biobanked samples
6486	typeI_grn	KI_val	Biobanked samples
7366	typeI_grn	KI_val	Biobanked samples
10090	typeI_grn	KI_val	Biobanked samples
11781	typeI_grn	KI_val	Biobanked samples
9080	typeI_grn	KI_val	Biobanked samples
9359	typeI_grn	KI_val	Biobanked samples
10982	typeI_grn	KI_val	Biobanked samples
11235	typeI_grn	KI_val	Biobanked samples
8597	typeI_grn	KI_val	Biobanked samples
9155	typeI_grn	KI_val	Biobanked samples
9376	typeI_grn	KI_val	Biobanked samples
10110	typeI_grn	KI_val	Biobanked samples
7378	typeI_grn	KI_val	Biobanked samples
8936.5	typeI_grn	KI_val	Biobanked samples
9336	typeI_grn	KI_val	Biobanked samples
10664	typeI_grn	KI_val	Biobanked samples
10530	typeI_grn	KI_val	Biobanked samples
11334	typeI_grn	KI_val	Biobanked samples
12997	typeI_grn	KI_val	Biobanked samples
13148	typeI_grn	KI_val	Biobanked samples
8481	typeI_grn	KI_val	Biobanked samples
8947	typeI_grn	KI_val	Biobanked samples
9559	typeI_grn	KI_val	Biobanked samples
10293	typeI_grn	KI_val	Biobanked samples
7113	typeI_grn	KI_val	Biobanked samples
8498	typeI_grn	KI_val	Biobanked samples
8092	typeI_grn	KI_val	Biobanked samples
8905	typeI_grn	KI_val	Biobanked samples
6954	typeI_grn	KI_val	Biobanked samples
8024	typeI_grn	KI_val	Biobanked samples
8429	typeI_grn	KI_val	Biobanked samples
7863	typeI_grn	KI_val	Biobanked samples
9697	typeI_grn	KI_val	Biobanked samples
10389	typeI_grn	KI_val	Biobanked samples
10391	typeI_grn	KI_val	Biobanked samples
10991	typeI_grn	KI_val	Biobanked samples
4542	typeI_grn	KI_val	Biobanked samples
6337	typeI_grn	KI_val	Biobanked samples
6597	typeI_grn	KI_val	Biobanked samples
6792	typeI_grn	KI_val	Biobanked samples
8920	typeI_grn	KI_val	Biobanked samples
9803.5	typeI_grn	KI_val	Biobanked samples
9596	typeI_grn	KI_val	Biobanked samples
9100	typeI_grn	KI_val	Biobanked samples
7261	typeI_grn	KI_val	Biobanked samples
8355	typeI_grn	KI_val	Biobanked samples
8220	typeI_grn	KI_val	Biobanked samples
8977.5	typeI_grn	KI_val	Biobanked samples
7061	typeI_grn	KI_val	Biobanked samples
8445	typeI_grn	KI_val	Biobanked samples
4486	typeI_grn	KI_val	Biobanked samples
10477	typeI_grn	KI_val	Biobanked samples
9251	typeI_grn	KI_val	Biobanked samples
9496	typeI_grn	KI_val	Biobanked samples
10775	typeI_grn	KI_val	Biobanked samples
10554	typeI_grn	KI_val	Biobanked samples
4373	typeI_grn	KI_val	Biobanked samples
7609	typeI_grn	KI_val	Biobanked samples
7184	typeI_grn	KI_val	Biobanked samples
8268	typeI_grn	KI_val	Biobanked samples
6213	typeI_grn	KI_val	Biobanked samples
6308	typeI_grn	KI_val	Biobanked samples
7468	typeI_grn	KI_val	Biobanked samples
8027.5	typeI_grn	KI_val	Biobanked samples
8573	typeI_grn	KI_val	Biobanked samples
9235	typeI_grn	KI_val	Biobanked samples
11054	typeI_grn	KI_val	Biobanked samples
11697	typeI_grn	KI_val	Biobanked samples
8332	typeI_grn	KI_val	Biobanked samples
9220.5	typeI_grn	KI_val	Biobanked samples
9652	typeI_grn	KI_val	Biobanked samples
10221	typeI_grn	KI_val	Biobanked samples
6803	typeI_grn	KI_val	Biobanked samples
8981	typeI_grn	KI_val	Biobanked samples
8737	typeI_grn	KI_val	Biobanked samples
9436.5	typeI_grn	KI_val	Biobanked samples
6845	typeI_grn	KI_val	Biobanked samples
8574	typeI_grn	KI_val	Biobanked samples
9309.5	typeI_grn	KI_val	Biobanked samples
9570.5	typeI_grn	KI_val	Biobanked samples
10784	typeI_grn	KI_val	Biobanked samples
11301	typeI_grn	KI_val	Biobanked samples
11422.5	typeI_grn	KI_val	Biobanked samples
12760	typeI_grn	KI_val	Biobanked samples
7128	typeI_grn	KI_val	Biobanked samples
8292	typeI_grn	KI_val	Biobanked samples
9919.5	typeI_grn	KI_val	Biobanked samples
9973	typeI_grn	KI_val	Biobanked samples
6785	typeI_grn	KI_val	Biobanked samples
9040	typeI_grn	KI_val	Biobanked samples
10134	typeI_grn	KI_val	Biobanked samples
10126.5	typeI_grn	KI_val	Biobanked samples
5137	typeI_grn	KI_val	Biobanked samples
6754	typeI_grn	KI_val	Biobanked samples
7330	typeI_grn	KI_val	Biobanked samples
8794	typeI_grn	KI_val	Biobanked samples
8442	typeI_grn	KI_val	Biobanked samples
8976	typeI_grn	KI_val	Biobanked samples
11857	typeI_grn	KI_val	Biobanked samples
12352	typeI_grn	KI_val	Biobanked samples
8312	typeI_grn	KI_val	Biobanked samples
9481.5	typeI_grn	KI_val	Biobanked samples
9797	typeI_grn	KI_val	Biobanked samples
10545.5	typeI_grn	KI_val	Biobanked samples
7297	typeI_grn	KI_val	Biobanked samples
8872	typeI_grn	KI_val	Biobanked samples
8828	typeI_grn	KI_val	Biobanked samples
8550	typeI_grn	KI_val	Biobanked samples
6667	typeI_grn	KI_val	Biobanked samples
7579	typeI_grn	KI_val	Biobanked samples
8850	typeI_grn	KI_val	Biobanked samples
9645	typeI_grn	KI_val	Biobanked samples
10333	typeI_grn	KI_val	Biobanked samples
11098	typeI_grn	KI_val	Biobanked samples
12139	typeI_grn	KI_val	Biobanked samples
10611	typeI_grn	KI_val	Biobanked samples
6856	typeI_grn	KI_val	Biobanked samples
7702	typeI_grn	KI_val	Biobanked samples
10915	typeI_grn	KI_val	Biobanked samples
10682	typeI_grn	KI_val	Biobanked samples
8942	typeI_grn	KI_val	Biobanked samples
6108	typeI_grn	KI_val	Biobanked samples
10123	typeI_grn	KI_val	Biobanked samples
9643	typeI_grn	KI_val	Biobanked samples
7505	typeI_grn	KI_val	Biobanked samples
8858	typeI_grn	KI_val	Biobanked samples
8757	typeI_grn	KI_val	Biobanked samples
8646.5	typeI_grn	KI_val	Biobanked samples
6715	typeI_grn	KI_val	Biobanked samples
10205	typeI_grn	KI_val	Biobanked samples
10552	typeI_grn	KI_val	Biobanked samples
12669	typeI_grn	KI_val	Biobanked samples
4503	typeI_grn	KI_val	Biobanked samples
6193.5	typeI_grn	KI_val	Biobanked samples
7350	typeI_grn	KI_val	Biobanked samples
7753	typeI_grn	KI_val	Biobanked samples
6657	typeI_grn	KI_val	Biobanked samples
8152	typeI_grn	KI_val	Biobanked samples
8212	typeI_grn	KI_val	Biobanked samples
9030	typeI_grn	KI_val	Biobanked samples
5613.5	typeI_grn	KI_val	Biobanked samples
7073	typeI_grn	KI_val	Biobanked samples
8373	typeI_grn	KI_val	Biobanked samples
8757	typeI_grn	KI_val	Biobanked samples
8667.5	typeI_grn	KI_val	Biobanked samples
10190	typeI_grn	KI_val	Biobanked samples
10537.5	typeI_grn	KI_val	Biobanked samples
12111	typeI_grn	KI_val	Biobanked samples
6637	typeI_grn	KI_val	Biobanked samples
9092	typeI_grn	KI_val	Biobanked samples
10290.5	typeI_grn	KI_val	Biobanked samples
10413	typeI_grn	KI_val	Biobanked samples
8416	typeI_grn	KI_val	Biobanked samples
9410	typeI_grn	KI_val	Biobanked samples
9847	typeI_grn	KI_val	Biobanked samples
10030.5	typeI_grn	KI_val	Biobanked samples
